courseId,courseName,courseDescription,courseHours,comp_id,comp_name,comp_description,cat_id,cat_name,tax_id,tax_name,comp_name_filtered,combinedText
02a304e6-2aed-4acf-852e-7668cac5df0e,Princípios do Atendimento Educacional Especializado na Educação Básica,"O que é o Atendimento Educacional Especializado? Objetivos do AEE. Público-alvo. Matrícula no AEE. Institucionalização do AEE. Estrutura básica para o atendimento. Sala de recursos multifuncionais. Plano do AEE. Professor de AEE. Outros profissionais de apoio. Formas de prestar o atendimento. Identificação do público-alvo. Legislação básica.
",30,"[""161fd267-d68a-4f88-925c-8082f17fb8b2"", ""bf6ee8ab-b64b-48fb-ad5a-738548fc2302""]","[""Acessibilidade e inclusão - Docente"", ""Diferenciação e personalização""]","["" \n \t\nUsar tecnologias digitais para atender às diversas necessidades de aprendizagem dos(as) estudantes, permitindo que estes progridam a diferentes níveis e velocidades e sigam caminhos e objetivos de aprendizagem individuais."", ""Garantir acessibilidade a recursos e atividades de aprendizagem para todos os(as) estudantes, incluindo os que têm necessidades especiais. Ter em consideração e dar resposta às expetativas, capacidades, usos e conceções errôneas (digitais) dos(as) estudantes, bem como ao uso contextual, físico e cognitivo que fazem das tecnologias digitais.""]","[""c7be7c48-c417-4dec-b203-34ddedba7507""]","[""Capacitação dos(as) Estudantes""]","[""6152c8bb-1632-42f0-9599-919b6bf15ecb"", ""85f646ca-67c5-439c-8cc1-df4fed9e0ae7"", ""dcd7e78d-25ed-4a16-9229-39773b4f6b3d""]","[""Analisar"", ""Entender"", ""Lembrar""]","[""Acessibilidade e inclusão - Docente"", ""Diferenciação e personalização""]",Princípios do Atendimento Educacional Especializado na Educação Básica O que é o Atendimento Educacional Especializado? Objetivos do AEE. Público-alvo. Matrícula no AEE. Institucionalização do AEE. Estrutura básica para o atendimento. Sala de recursos multifuncionais. Plano do AEE. Professor de AEE. Outros profissionais de apoio. Formas de prestar o atendimento. Identificação do público-alvo. Legislação básica.
03054354-9b05-4be5-bf8d-cd79bbf247ec,Libras II,Apresenta novas perspectivas linguísticas da Libras para quem possui ótima fluência nesta língua no contexto da Libras para Tradução a ponto de aprimorar seus conhecimentos linguísticos visando a formação de Tradutor e Intérprete de Libras e obter novos recursos técnicos para afiar sua segunda língua.,40,"[""45d29970-ecb3-4e4a-b57b-4850c9b6d98f""]","[""Comunicação efetiva""]","[""Estabelecer comunicação efetiva e positiva com superiores hierárquicos, pares e cidadãos, tanto na expressão escrita e verbal quanto corporal.""]","[""4a2cf0b1-98dd-4bff-adc0-898f32e7b857""]","[""Orientação a Resultados""]","[""6152c8bb-1632-42f0-9599-919b6bf15ecb"", ""7b16819f-cb8a-406d-9ab9-a335a50143cb"", ""85f646ca-67c5-439c-8cc1-df4fed9e0ae7""]","[""Aplicar"", ""Entender"", ""Lembrar""]","[""Comunicação efetiva""]",Libras II Apresenta novas perspectivas linguísticas da Libras para quem possui ótima fluência nesta língua no contexto da Libras para Tradução a ponto de aprimorar seus conhecimentos linguísticos visando a formação de Tradutor e Intérprete de Libras e obter novos recursos técnicos para afiar sua segunda língua.
040cb677-7c58-4053-a00b-8dd16d772c5e,Docência e Tutoria EaD,"O curso Docência e Tutoria EaD tem como objetivo propiciar uma melhor compreensão dos conceitos envolvidos no planejamento didático e nos papéis de um curso EaD, buscando capacitar docentes e tutores para atuarem em ambientes virtuais de aprendizagem. A ementa do curso aborda: Breve histórico da Educação a Distância (EaD); Os principais papéis na EaD; Comportamento do professor formador e tutor na EaD; Conceitos sobre o planejamento didático na EaD; O uso da tecnologia na educação; Impactos sociais; e A diferença entre EaD e regimes remotos de ensino.",30,"[""3062277b-4218-4f2b-8645-90ba3651fc52"", ""e4f31519-2fad-4fe8-b476-5da4715a16e9""]","[""Ensino"", ""Orientação""]","[""Planificar e implementar dispositivos e recursos digitais no processo de ensino, de modo a melhorar a eficácia das intervenções pedagógicas. Gerir e orquestrar  adequadamente estratégias de ensino digital. Experimentar e desenvolver novos formatos e métodos pedagógicos para o ensino."", ""Usar tecnologias e serviços digitais para melhorar a interação com os(as) estudantes,individual e coletivamente, dentro e fora da sessão de aprendizagem. Usar tecnologias digitais para proporcionar orientação e assistência oportuna e dirigida. Experimentar e desenvolver novas formas e formatos para oferecer orientação e apoio.""]","[""cac54f5d-834c-499c-bf8d-e549fa3828af""]","[""Ensino e Aprendizagem""]","[""6152c8bb-1632-42f0-9599-919b6bf15ecb"", ""7b16819f-cb8a-406d-9ab9-a335a50143cb"", ""85f646ca-67c5-439c-8cc1-df4fed9e0ae7""]","[""Aplicar"", ""Entender"", ""Lembrar""]","[""Ensino"", ""Orientação""]","Docência e Tutoria EaD O curso Docência e Tutoria EaD tem como objetivo propiciar uma melhor compreensão dos conceitos envolvidos no planejamento didático e nos papéis de um curso EaD, buscando capacitar docentes e tutores para atuarem em ambientes virtuais de aprendizagem. A ementa do curso aborda: Breve histórico da Educação a Distância (EaD); Os principais papéis na EaD; Comportamento do professor formador e tutor na EaD; Conceitos sobre o planejamento didático na EaD; O uso da tecnologia na educação; Impactos sociais; e A diferença entre EaD e regimes remotos de ensino."
047772f6-5452-4924-abe6-1e9a2ed22e47,Sistema Eletrônico de Informações - SEI! USAR,"Este curso apresenta as principais funcionalidades do Sistema Eletrônico de Informações (SEI), utilizado na Administração Pública federal para aprimorar a gestão documental e facilitar o acesso de servidores e cidadãos às informações institucionais, propiciando celeridade, segurança e economicidade. O objetivo do curso é capacitar as pessoas que atuam na gestão de documentos para utilizar o SEI e usufruir dos seus benefícios no dia a dia de trabalho.",20,"[""b30f6b99-0189-4c80-8977-bd7cf269ab8e""]","[""Uso de TIC""]","[""Otimizar o uso das tecnologias de informação e comunicação disponíveis, em seu efetivo potencial, para melhorar seu desempenho.""]","[""4a2cf0b1-98dd-4bff-adc0-898f32e7b857""]","[""Orientação a Resultados""]","[""6152c8bb-1632-42f0-9599-919b6bf15ecb"", ""7b16819f-cb8a-406d-9ab9-a335a50143cb""]","[""Aplicar"", ""Entender""]","[""Uso de TIC""]","Sistema Eletrônico de Informações - SEI! USAR Este curso apresenta as principais funcionalidades do Sistema Eletrônico de Informações (SEI), utilizado na Administração Pública federal para aprimorar a gestão documental e facilitar o acesso de servidores e cidadãos às informações institucionais, propiciando celeridade, segurança e economicidade. O objetivo do curso é capacitar as pessoas que atuam na gestão de documentos para utilizar o SEI e usufruir dos seus benefícios no dia a dia de trabalho."
06b75511-3a20-42df-9e87-3f190661d14a,Gamificação para a Educação,"O curso visa introduzir conceitos das mecânicas e das narrativas dos jogos em sistemas educacionais e suas principais características para educadores e interessados que possam levar adiante a prática para sala de aula, seja ela presencial, seja virtual.",15,"[""30521bbb-e702-47d7-a287-b242cf5bf600"", ""4667ae96-35b0-435a-87f5-e21af9c1086d"", ""6a6c1fb3-6126-406e-80b1-fd587d3b5a25"", ""84b2a6b0-c670-4a34-a04f-594a0b4c1d4a"", ""8f9fe3a9-ae88-46cc-a823-6a92c28243f2"", ""b30f6b99-0189-4c80-8977-bd7cf269ab8e"", ""e4f31519-2fad-4fe8-b476-5da4715a16e9""]","[""Criação de conteúdo digital"", ""Criação e modificação"", ""Ensino"", ""Estratégias de avaliação"", ""Gerenciamento digital"", ""Resolução de problemas com base em dados"", ""Uso de TIC""]","[""Capacidade de idear soluções inovadoras e efetivas para problemas de baixa, média ou elevada complexidade com a utilização de dados (numéricos e não numéricos) e evidências que aumentem a precisão e viabilidade das soluções."", ""Incorporar atividades, tarefas e avaliações de aprendizagem que requeiram que os(as) estudantes se expressem através de meios digitais, modifiquem e criem conteúdo digital em diferentes formatos. Ensinar aos(às) estudantes como os direitos de autor e as licenças se aplicam ao conteúdo digital, como referenciar fontes e atribuir licenças."", ""Modificar e desenvolver recursos existentes com licença aberta e outros recursos onde tal é permitido. Criar ou cocriar novos recursos educacionais digitais. Ter em\nconsideração o objetivo específico de aprendizagem, o contexto, a abordagem pedagógica e o grupo de estudantes, ao selecionar recursos digitais e planificar a sua utilização."", ""Otimizar o uso das tecnologias de informação e comunicação disponíveis, em seu efetivo potencial, para melhorar seu desempenho."", ""Planificar e implementar dispositivos e recursos digitais no processo de ensino, de modo a melhorar a eficácia das intervenções pedagógicas. Gerir e orquestrar  adequadamente estratégias de ensino digital. Experimentar e desenvolver novos formatos e métodos pedagógicos para o ensino."", ""Reconhecer efetivamente o direito dos cidadãos à informação pública e à interação com serviços no ambiente digital, garantindo canais efetivos para requisição de serviços, pedidos, consultas, procedimentos, acompanhamento e resolução remotos."", ""Usar tecnologias digitais para a avaliação formativa e sumativa. Melhorar a diversidade e adequação dos formatos e abordagens de avaliação.""]","[""05ac4a5c-019d-4ec7-83cc-12ca141322fa"", ""27ccdc3f-64d6-4748-960b-171e9c804d23"", ""4a2cf0b1-98dd-4bff-adc0-898f32e7b857"", ""5a224ac7-f165-4900-971c-f82f2684f779"", ""7d566976-b00c-4aa7-aa67-d94656c8db8c"", ""cac54f5d-834c-499c-bf8d-e549fa3828af"", ""cc76e5f1-476f-48b1-9d32-ccb2de7f2cde""]","[""Avaliação"", ""Ensino e Aprendizagem"", ""Gestão de Mudanças"", ""Orientação a Resultados"", ""Promoção da Competência Digital dos(as) Estudantes"", ""Recursos Digitais"", ""Transversais""]","[""6152c8bb-1632-42f0-9599-919b6bf15ecb"", ""7b16819f-cb8a-406d-9ab9-a335a50143cb"", ""85f646ca-67c5-439c-8cc1-df4fed9e0ae7""]","[""Aplicar"", ""Entender"", ""Lembrar""]","[""Criação de conteúdo digital"", ""Criação e modificação"", ""Ensino"", ""Estratégias de avaliação"", ""Gerenciamento digital"", ""Resolução de problemas com base em dados"", ""Uso de TIC""]","Gamificação para a Educação O curso visa introduzir conceitos das mecânicas e das narrativas dos jogos em sistemas educacionais e suas principais características para educadores e interessados que possam levar adiante a prática para sala de aula, seja ela presencial, seja virtual."
07eaeb96-794b-4dee-b14a-33c2d084150b,Comunicação Empresarial,"O curso Comunicação Empresarial tem como objetivo desenvolver habilidades essenciais em comunicação escrita e administrativa no ambiente corporativo. Com uma abordagem teórica, o curso abordará conceitos fundamentais da comunicação empresarial, técnicas de redação clara e persuasiva, elaboração de documentos administrativos e estratégias para comunicação eficaz em diferentes contextos organizacionais.
Destinado a estudantes, profissionais de diversas áreas e interessados em melhorar sua comunicação profissional.  Ao final, os participantes estarão aptos a redigir documentos empresariais com precisão, comunicar-se de forma assertiva em diferentes situações de trabalho e aplicar técnicas para melhorar a eficácia da comunicação organizacional.
Para conclusão, não há pré-requisitos, mas recomenda-se familiaridade com o uso básico de ferramentas de edição de texto.",20,"[""cdbece75-961d-4176-b34b-66e1a530dcf2""]","[""Comunicação institucional""]","[""Usar tecnologias digitais para melhorar a comunicação institucional com os(as) estudantes, pais ou responsáveis e terceiros. Contribuir colaborativamente para desenvolver e melhorar as estratégias de comunicação institucional.""]","[""690c731c-31f8-46f6-94f6-94d952223a08""]","[""Envolvimento Profissional""]","[""6152c8bb-1632-42f0-9599-919b6bf15ecb"", ""85f646ca-67c5-439c-8cc1-df4fed9e0ae7""]","[""Entender"", ""Lembrar""]","[""Comunicação institucional""]","Comunicação Empresarial O curso Comunicação Empresarial tem como objetivo desenvolver habilidades essenciais em comunicação escrita e administrativa no ambiente corporativo. Com uma abordagem teórica, o curso abordará conceitos fundamentais da comunicação empresarial, técnicas de redação clara e persuasiva, elaboração de documentos administrativos e estratégias para comunicação eficaz em diferentes contextos organizacionais.
Destinado a estudantes, profissionais de diversas áreas e interessados em melhorar sua comunicação profissional.  Ao final, os participantes estarão aptos a redigir documentos empresariais com precisão, comunicar-se de forma assertiva em diferentes situações de trabalho e aplicar técnicas para melhorar a eficácia da comunicação organizacional.
Para conclusão, não há pré-requisitos, mas recomenda-se familiaridade com o uso básico de ferramentas de edição de texto."
0965fc05-846f-48c0-8907-422b984a704c,Projetos: elaboração e gestão,"Introdução, etapas do projeto, elaboração de projetos, atores, áreas do conhecimento, ferramentas e templates.",60,"[""3062277b-4218-4f2b-8645-90ba3651fc52"", ""e4f31519-2fad-4fe8-b476-5da4715a16e9""]","[""Ensino"", ""Orientação""]","[""Planificar e implementar dispositivos e recursos digitais no processo de ensino, de modo a melhorar a eficácia das intervenções pedagógicas. Gerir e orquestrar  adequadamente estratégias de ensino digital. Experimentar e desenvolver novos formatos e métodos pedagógicos para o ensino."", ""Usar tecnologias e serviços digitais para melhorar a interação com os(as) estudantes,individual e coletivamente, dentro e fora da sessão de aprendizagem. Usar tecnologias digitais para proporcionar orientação e assistência oportuna e dirigida. Experimentar e desenvolver novas formas e formatos para oferecer orientação e apoio.""]","[""cac54f5d-834c-499c-bf8d-e549fa3828af""]","[""Ensino e Aprendizagem""]","[""6152c8bb-1632-42f0-9599-919b6bf15ecb"", ""7b16819f-cb8a-406d-9ab9-a335a50143cb"", ""85f646ca-67c5-439c-8cc1-df4fed9e0ae7""]","[""Aplicar"", ""Entender"", ""Lembrar""]","[""Ensino"", ""Orientação""]","Projetos: elaboração e gestão Introdução, etapas do projeto, elaboração de projetos, atores, áreas do conhecimento, ferramentas e templates."
0da45e00-4b82-44a9-8bea-3dfc85f01953,Estatística,"O curso Estatística, oferecido pelo Ministério da Fazenda como conteudista e certificado pela Enap (Escola Nacional de Administração Pública), é uma formação aberta, gratuita e com certificado. Ele integra o Programa Conceitos Essenciais para Avaliação Socioeconômica de Projetos e tem como proposta central desenvolver competências para a avaliação socioeconômica de projetos, incluindo a compreensão das implicações sociais, econômicas e ambientais ao longo do seu ciclo de vida, como subsídio à tomada de decisões. O curso é destinado a agentes públicos federais, municipais e estaduais (Executivo, Legislativo e Judiciário) responsáveis pela análise de projetos de grande porte, mas está aberto a qualquer pessoa interessada. Com 20 horas de carga horária em português e 30 dias de disponibilidade, o conteúdo programático aborda: 1. Estatística descritiva (dados estatísticos, distribuição de frequências, medidas de posição e dispersão); e 2. Probabilidades e Técnicas de Amostragem (tipos de evento, probabilidade, análise de riscos na avaliação de projetos, amostragem e dimensionamento da amostra).",20,"[""c769606e-9f97-4fab-b9c9-51eb99e3bd44""]","[""Tomada de decisão para gestores""]","[""Adotar e informar decisões prévias, explorando alternativas para minimizar custos e aumentar as vantagens para a organização na questão que for decidida.""]","[""b47333be-1c80-40a9-a93d-9bbc4d7e4677""]","[""Gestão de Resultados""]","[""6152c8bb-1632-42f0-9599-919b6bf15ecb"", ""7b16819f-cb8a-406d-9ab9-a335a50143cb""]","[""Aplicar"", ""Entender""]","[""Tomada de decisão para gestores""]","Estatística O curso Estatística, oferecido pelo Ministério da Fazenda como conteudista e certificado pela Enap (Escola Nacional de Administração Pública), é uma formação aberta, gratuita e com certificado. Ele integra o Programa Conceitos Essenciais para Avaliação Socioeconômica de Projetos e tem como proposta central desenvolver competências para a avaliação socioeconômica de projetos, incluindo a compreensão das implicações sociais, econômicas e ambientais ao longo do seu ciclo de vida, como subsídio à tomada de decisões. O curso é destinado a agentes públicos federais, municipais e estaduais (Executivo, Legislativo e Judiciário) responsáveis pela análise de projetos de grande porte, mas está aberto a qualquer pessoa interessada. Com 20 horas de carga horária em português e 30 dias de disponibilidade, o conteúdo programático aborda: 1. Estatística descritiva (dados estatísticos, distribuição de frequências, medidas de posição e dispersão); e 2. Probabilidades e Técnicas de Amostragem (tipos de evento, probabilidade, análise de riscos na avaliação de projetos, amostragem e dimensionamento da amostra)."
0ed26b13-486c-470c-9860-36b6b55f923e,Saúde mental no contexto da educação,"O curso ""Saúde mental no contexto da educação"" do Itinerário Formativo ""Ensino de Ciências, Saúde e Ambiente (ENCISA)"" visa preparar profissionais da educação para promover debates sobre questões que envolvem a ""Saúde Mental na Escola"" e os principais Transtornos Mentais na Educação, incluindo as principais legislações associadas à Política Nacional de Saúde Mental.  Trata-se de uma abordagem temática articulada ao ensino de ciências naturais na perspectiva da educação Ciência, Tecnologia, Sociedade e Ambiente (CTS/CTSA) associada à Práxis Educativa Freireana. Tem como objetivo também apresentar a Metodologia da Mediação Dialética (MMD), que aliada aos pressupostos da Formação de Professores, visa operacionalizar a maneira como o conteúdo pode ser abordado pelo docente. O curso faz parte de uma trilha de cursos MOOC para Formação de Professores em Ciências, Saúde e Ambiente quem visam contextualizar os temas de maneira transversal e transdisciplinar envolvendo questões tecnológicas, políticas, culturais, sociais, saúde e ambientais para potencializar o despertar para novas formas de abordagens em espaços escolares e não escolares.",20,"[""1c596a8d-dff3-46ca-a684-8eb59b20800c"", ""432c5350-bdb8-4e22-b7a4-0417e9cfa8f4"", ""a3a55daf-faf9-41e2-81eb-613b8c94fad1"", ""e6401337-5058-40be-b0d3-b28d487e43d3""]","[""Gerenciamento de políticas"", ""Gestão do desenvolvimento de pessoas"", ""Liderança eficaz"", ""Visão Sistêmica""]","[""Capacidade de identificar os principais marcos institucionais e as tendências sociais, políticas e econômicas nos cenários local, regional, nacional e internacional. Marcos esses que podem impactar os processos decisórios e a gestão de programas e projetos no âmbito do setor público."", ""Contribuir para a coerência estratégica da gestão de políticas, articulando e complementando os objetivos e resultados das organizações; desempenhar o papel de liderança no âmbito das políticas públicas promovidas pelo Alto Governo."", ""Dirigir equipes, otimizando a aplicação de talentos disponíveis e criando um ambiente positivo e comprometido para a obtenção de resultados."", ""Forjar um ambiente de trabalho em que os interesses de equipes e indivíduos se harmonizem com os objetivos e resultados da organização, gerando oportunidades de aprendizado e desenvolvimento, bem como incentivos para reforçar o desempenho excepcional.""]","[""27ccdc3f-64d6-4748-960b-171e9c804d23"", ""7d566976-b00c-4aa7-aa67-d94656c8db8c"", ""b47333be-1c80-40a9-a93d-9bbc4d7e4677""]","[""Gestão de Mudanças"", ""Gestão de Resultados"", ""Transversais""]","[""6152c8bb-1632-42f0-9599-919b6bf15ecb"", ""dcd7e78d-25ed-4a16-9229-39773b4f6b3d"", ""e10b37a4-2e66-4a5b-bd09-815dc7a45fff""]","[""Analisar"", ""Avaliar"", ""Entender""]","[""Gerenciamento de políticas"", ""Gestão do desenvolvimento de pessoas"", ""Liderança eficaz"", ""Visão Sistêmica""]","Saúde mental no contexto da educação O curso ""Saúde mental no contexto da educação"" do Itinerário Formativo ""Ensino de Ciências, Saúde e Ambiente (ENCISA)"" visa preparar profissionais da educação para promover debates sobre questões que envolvem a ""Saúde Mental na Escola"" e os principais Transtornos Mentais na Educação, incluindo as principais legislações associadas à Política Nacional de Saúde Mental.  Trata-se de uma abordagem temática articulada ao ensino de ciências naturais na perspectiva da educação Ciência, Tecnologia, Sociedade e Ambiente (CTS/CTSA) associada à Práxis Educativa Freireana. Tem como objetivo também apresentar a Metodologia da Mediação Dialética (MMD), que aliada aos pressupostos da Formação de Professores, visa operacionalizar a maneira como o conteúdo pode ser abordado pelo docente. O curso faz parte de uma trilha de cursos MOOC para Formação de Professores em Ciências, Saúde e Ambiente quem visam contextualizar os temas de maneira transversal e transdisciplinar envolvendo questões tecnológicas, políticas, culturais, sociais, saúde e ambientais para potencializar o despertar para novas formas de abordagens em espaços escolares e não escolares."
0efe7025-8eec-462a-a3aa-9a9d14480cce,Orçamento e Contabilidade do Setor Público,"O curso ""Orçamento e Contabilidade do Setor Público visa possibilitar aos participantes conhecimentos básicos sobre o tema, permitindo a compreensão dos mesmos para que possam acompanhar e exercer o controle cidadão sobre as ações governamentais. Para tanto, foram selecionados os seguintes conteúdos: Estado e Governo. Administração Pública. Estado Brasileiro. Introdução ao Orçamento Público. Sistema Orçamentário Brasileiro. Princípios Orçamentários. Receita Pública. Classificação da Receita Pública. Despesa Pública. Classificação da Despesa Pública. Conceito de Contabilidade Pública. Plano de Contas do Setor Público. Demonstrações Contábeis.",40,"[""3a910f03-4c71-4606-93cd-179056019b11""]","[""Gerenciamento de recursos""]","[""Preservar critérios de eficácia e eficiência na administração de recursos materiais, das competências das pessoas e dos ativos de uso da organização.""]","[""b47333be-1c80-40a9-a93d-9bbc4d7e4677""]","[""Gestão de Resultados""]","[""6152c8bb-1632-42f0-9599-919b6bf15ecb"", ""dcd7e78d-25ed-4a16-9229-39773b4f6b3d"", ""e10b37a4-2e66-4a5b-bd09-815dc7a45fff""]","[""Analisar"", ""Avaliar"", ""Entender""]","[""Gerenciamento de recursos""]","Orçamento e Contabilidade do Setor Público O curso ""Orçamento e Contabilidade do Setor Público visa possibilitar aos participantes conhecimentos básicos sobre o tema, permitindo a compreensão dos mesmos para que possam acompanhar e exercer o controle cidadão sobre as ações governamentais. Para tanto, foram selecionados os seguintes conteúdos: Estado e Governo. Administração Pública. Estado Brasileiro. Introdução ao Orçamento Público. Sistema Orçamentário Brasileiro. Princípios Orçamentários. Receita Pública. Classificação da Receita Pública. Despesa Pública. Classificação da Despesa Pública. Conceito de Contabilidade Pública. Plano de Contas do Setor Público. Demonstrações Contábeis."
